Associated Gene Name	Description	Gene Biotype
TCEAL2	transcription elongation factor A (SII)-like 2	protein_coding
SERPINI2	serpin peptidase inhibitor, clade I (pancpin), member 2	protein_coding
MAGEE1	melanoma antigen family E, 1	protein_coding
TCEAL6	transcription elongation factor A (SII)-like 6	protein_coding
SGCB	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	protein_coding
IL33	interleukin 33	protein_coding
IL16	interleukin 16	protein_coding
ATP9A	ATPase, class II, type 9A	protein_coding
GKAP1	G kinase anchoring protein 1	protein_coding
PPP3R1	protein phosphatase 3, regulatory subunit B, alpha	protein_coding
DNAJC1	DnaJ (Hsp40) homolog, subfamily C, member 1	protein_coding
TNRC18	trinucleotide repeat containing 18	protein_coding
SPATA18	spermatogenesis associated 18	protein_coding
OTUD6B	OTU domain containing 6B	protein_coding
MLST8	MTOR associated protein, LST8 homolog (S. cerevisiae)	protein_coding
TEX28P1	testis expressed 28 pseudogene 1	protein_coding
TPD52L3	tumor protein D52-like 3	protein_coding
C14orf132	chromosome 14 open reading frame 132	protein_coding
DNA2	DNA replication helicase 2 homolog (yeast)	protein_coding
LRRC69	leucine rich repeat containing 69	protein_coding
OPN1MW2	opsin 1 (cone pigments), medium-wave-sensitive 2	protein_coding
OPN1MW2	opsin 1 (cone pigments), medium-wave-sensitive 2	protein_coding
IQUB	IQ motif and ubiquitin domain containing	protein_coding
METTL3	methyltransferase like 3	protein_coding
DTHD1	death domain containing 1	protein_coding
PPP6R2	protein phosphatase 6, regulatory subunit 2	protein_coding
MTRNR2L10	MT-RNR2-like 10	protein_coding
PAGE5	P antigen family, member 5 (prostate associated)	protein_coding
BDKRB2	bradykinin receptor B2	protein_coding
NUDT5	nudix (nucleoside diphosphate linked moiety X)-type motif 5	protein_coding
TCIRG1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3	protein_coding
RBM46	RNA binding motif protein 46	protein_coding
GPKOW	G patch domain and KOW motifs	protein_coding
GYPA	glycophorin A (MNS blood group)	protein_coding
RANBP3L	RAN binding protein 3-like	protein_coding
RNF121	ring finger protein 121	protein_coding
STRN3	striatin, calmodulin binding protein 3	protein_coding
B3GALT4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	protein_coding
PARD3	par-3 partitioning defective 3 homolog (C. elegans)	protein_coding
WDR46	WD repeat domain 46	protein_coding
C9orf135	chromosome 9 open reading frame 135	protein_coding
UHRF2	ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase	protein_coding
CPA6	carboxypeptidase A6	protein_coding
BEX5	brain expressed, X-linked 5	protein_coding
CPSF1	cleavage and polyadenylation specific factor 1, 160kDa	protein_coding
CPSF1	cleavage and polyadenylation specific factor 1, 160kDa	protein_coding
CPSF1	cleavage and polyadenylation specific factor 1, 160kDa	protein_coding
C8orf48	chromosome 8 open reading frame 48	protein_coding
ATRX	alpha thalassemia/mental retardation syndrome X-linked	protein_coding
SGCZ	sarcoglycan, zeta	protein_coding
PREX2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	protein_coding
PNO1	partner of NOB1 homolog (S. cerevisiae)	protein_coding
CPN1	carboxypeptidase N, polypeptide 1	protein_coding
MAGIX	MAGI family member, X-linked	protein_coding
SALL4	sal-like 4 (Drosophila)	protein_coding
KCNG4	potassium voltage-gated channel, subfamily G, member 4	protein_coding
IFFO1	intermediate filament family orphan 1	protein_coding
LRRN1	leucine rich repeat neuronal 1	protein_coding
CNRIP1	cannabinoid receptor interacting protein 1	protein_coding
TUSC3	tumor suppressor candidate 3	protein_coding
ALDH18A1	aldehyde dehydrogenase 18 family, member A1	protein_coding
TTC16	tetratricopeptide repeat domain 16	protein_coding
HS3ST1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	protein_coding
GLCE	glucuronic acid epimerase	protein_coding
WFDC1	WAP four-disulfide core domain 1	protein_coding
FBXL22	F-box and leucine-rich repeat protein 22	protein_coding
RHCG	Rh family, C glycoprotein	protein_coding
TNFAIP6	tumor necrosis factor, alpha-induced protein 6	protein_coding
DUSP6	dual specificity phosphatase 6	protein_coding
KIAA1239	KIAA1239	protein_coding
ZNF674	zinc finger protein 674	protein_coding
NADK	NAD kinase	protein_coding
ZNF706	zinc finger protein 706	protein_coding
FAM105A	family with sequence similarity 105, member A	protein_coding
SYNJ2	synaptojanin 2	protein_coding
WHSC2	Wolf-Hirschhorn syndrome candidate 2	protein_coding
WHSC2	Wolf-Hirschhorn syndrome candidate 2	protein_coding
AGAP7	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7	protein_coding
LRTM2	leucine-rich repeats and transmembrane domains 2	protein_coding
NXF2	nuclear RNA export factor 2	protein_coding
NXF2	nuclear RNA export factor 2	protein_coding
HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	protein_coding
LY6H	lymphocyte antigen 6 complex, locus H	protein_coding
TEX28	testis expressed 28	protein_coding
C9orf11	chromosome 9 open reading frame 11	protein_coding
NPY2R	neuropeptide Y receptor Y2	protein_coding
MSMB	microseminoprotein, beta-	protein_coding
BDKRB1	bradykinin receptor B1	protein_coding
SETMAR	SET domain and mariner transposase fusion gene	protein_coding
TNIP3	TNFAIP3 interacting protein 3	protein_coding
ERLIN1	ER lipid raft associated 1	protein_coding
SBF1	SET binding factor 1	protein_coding
C4orf19	chromosome 4 open reading frame 19	protein_coding
FAM105B	family with sequence similarity 105, member B	protein_coding
PAQR5	progestin and adipoQ receptor family member V	protein_coding
RP11-434C1.1		lincRNA
CHURC1	churchill domain containing 1	protein_coding
MAGEH1	melanoma antigen family H, 1	protein_coding
MAMDC2	MAM domain containing 2	protein_coding
USP51	ubiquitin specific peptidase 51	protein_coding
RIF1	RAP1 interacting factor homolog (yeast)	protein_coding
STX19	syntaxin 19	protein_coding
FOXR2	forkhead box R2	protein_coding
RAB28	RAB28, member RAS oncogene family	protein_coding
RRAGB	Ras-related GTP binding B	protein_coding
DHFRL1	dihydrofolate reductase-like 1	protein_coding
TKTL1	transketolase-like 1	protein_coding
SLC1A3	solute carrier family 1 (glial high affinity glutamate transporter), member 3	protein_coding
RELL1	RELT-like 1	protein_coding
GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	protein_coding
SALL2	sal-like 2 (Drosophila)	protein_coding
ATP2C2	ATPase, Ca++ transporting, type 2C, member 2	protein_coding
COMMD3	COMM domain containing 3	protein_coding
ALB	albumin	protein_coding
KIF12	kinesin family member 12	protein_coding
USP46	ubiquitin specific peptidase 46	protein_coding
SLC26A7	solute carrier family 26, member 7	protein_coding
ARPP19	cAMP-regulated phosphoprotein, 19kDa	protein_coding
ZFP64	zinc finger protein 64 homolog (mouse)	protein_coding
KIF27	kinesin family member 27	protein_coding
ZBED3	zinc finger, BED-type containing 3	protein_coding
ATG2B	ATG2 autophagy related 2 homolog B (S. cerevisiae)	protein_coding
SMEK1	SMEK homolog 1, suppressor of mek1 (Dictyostelium)	protein_coding
TLN1	talin 1	protein_coding
MAP9	microtubule-associated protein 9	protein_coding
PRDM8	PR domain containing 8	protein_coding
OR10G3	olfactory receptor, family 10, subfamily G, member 3	protein_coding
CHST7	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7	protein_coding
PLEK	pleckstrin	protein_coding
SLC9A7	solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7	protein_coding
OR10G2	olfactory receptor, family 10, subfamily G, member 2	protein_coding
PGM2	phosphoglucomutase 2	protein_coding
WDR49	WD repeat domain 49	protein_coding
OR4E2	olfactory receptor, family 4, subfamily E, member 2	protein_coding
POC1B	POC1 centriolar protein homolog B (Chlamydomonas)	protein_coding
C16orf90	chromosome 16 open reading frame 90	protein_coding
TSHZ2	teashirt zinc finger homeobox 2	protein_coding
CHURC1-FNTB	CHURC1-FNTB readthrough	protein_coding
FAM158A	family with sequence similarity 158, member A	protein_coding
CHUK	conserved helix-loop-helix ubiquitous kinase	protein_coding
ADM2	adrenomedullin 2	protein_coding
MSR1	macrophage scavenger receptor 1	protein_coding
PDE8B	phosphodiesterase 8B	protein_coding
PLP2	proteolipid protein 2 (colonic epithelium-enriched)	protein_coding
CDC123	cell division cycle 123 homolog (S. cerevisiae)	protein_coding
RPL13AP20	ribosomal protein L13a pseudogene 20	pseudogene
C15orf42	chromosome 15 open reading frame 42	protein_coding
KIF23	kinesin family member 23	protein_coding
RP11-392P7.8		antisense
NDUFA5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa	protein_coding
FAM81B	family with sequence similarity 81, member B	protein_coding
KLHDC1	kelch domain containing 1	protein_coding
HTR7P1	5-hydroxytryptamine (serotonin) receptor 7 pseudogene 1	pseudogene
TIRAP	toll-interleukin 1 receptor (TIR) domain containing adaptor protein	protein_coding
ITPR1	inositol 1,4,5-trisphosphate receptor, type 1	protein_coding
SLC25A16	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16	protein_coding
CXorf23	chromosome X open reading frame 23	protein_coding
NKX3-2	NK3 homeobox 2	protein_coding
BOD1L	biorientation of chromosomes in cell division 1-like	protein_coding
ZNF217	zinc finger protein 217	protein_coding
CLUAP1	clusterin associated protein 1	protein_coding
IGF1	insulin-like growth factor 1 (somatomedin C)	protein_coding
NSUN3	NOP2/Sun domain family, member 3	protein_coding
CDYL	chromodomain protein, Y-like	protein_coding
WDYHV1	WDYHV motif containing 1	protein_coding
SYNE1	spectrin repeat containing, nuclear envelope 1	protein_coding
MIOX	myo-inositol oxygenase	protein_coding
GNB1	guanine nucleotide binding protein (G protein), beta polypeptide 1	protein_coding
IFNK	interferon, kappa	protein_coding
FBXO48	F-box protein 48	protein_coding
C9orf72	chromosome 9 open reading frame 72	protein_coding
APLF	aprataxin and PNKP like factor	protein_coding
PSME2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	protein_coding
DCP1B	DCP1 decapping enzyme homolog B (S. cerevisiae)	protein_coding
C4orf48	chromosome 4 open reading frame 48	protein_coding
BCAS1	breast carcinoma amplified sequence 1	protein_coding
IL18BP	interleukin 18 binding protein	protein_coding
TET1	tet methylcytosine dioxygenase 1	protein_coding
LMAN1L	lectin, mannose-binding, 1 like	protein_coding
GRHL2	grainyhead-like 2 (Drosophila)	protein_coding
HHIP	hedgehog interacting protein	protein_coding
HMGB3	high mobility group box 3	protein_coding
NAT8L	N-acetyltransferase 8-like (GCN5-related, putative)	protein_coding
PDCD10	programmed cell death 10	protein_coding
C9orf64	chromosome 9 open reading frame 64	protein_coding
ZFP41	zinc finger protein 41 homolog (mouse)	protein_coding
LMF2	lipase maturation factor 2	protein_coding
FGF5	fibroblast growth factor 5	protein_coding
COL27A1	collagen, type XXVII, alpha 1	protein_coding
POLN	polymerase (DNA directed) nu	protein_coding
RP2	retinitis pigmentosa 2 (X-linked recessive)	protein_coding
EPHA6	EPH receptor A6	protein_coding
CENPW	centromere protein W	protein_coding
CRB2	crumbs homolog 2 (Drosophila)	protein_coding
AP4S1	adaptor-related protein complex 4, sigma 1 subunit	protein_coding
GLDC	glycine dehydrogenase (decarboxylating)	protein_coding
ZDHHC1	zinc finger, DHHC-type containing 1	protein_coding
NIPBL	Nipped-B homolog (Drosophila)	protein_coding
FGF20	fibroblast growth factor 20	protein_coding
C4B	complement component 4B (Chido blood group)	protein_coding
KLF8	Kruppel-like factor 8	protein_coding
FLT4	fms-related tyrosine kinase 4	protein_coding
EFHA2	EF-hand domain family, member A2	protein_coding
PRICKLE3	prickle homolog 3 (Drosophila)	protein_coding
ANKH	ankylosis, progressive homolog (mouse)	protein_coding
PROKR1	prokineticin receptor 1	protein_coding
ASB15	ankyrin repeat and SOCS box containing 15	protein_coding
DAPK2	death-associated protein kinase 2	protein_coding
RASL11B	RAS-like, family 11, member B	protein_coding
C8orf34	chromosome 8 open reading frame 34	protein_coding
CYP24A1	cytochrome P450, family 24, subfamily A, polypeptide 1	protein_coding
BET1L	blocked early in transport 1 homolog (S. cerevisiae)-like	protein_coding
DCPS	decapping enzyme, scavenger	protein_coding
KLHDC2	kelch domain containing 2	protein_coding
NCOA4	nuclear receptor coactivator 4	protein_coding
TBC1D1	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1	protein_coding
ARHGAP25	Rho GTPase activating protein 25	protein_coding
NXF2B	nuclear RNA export factor 2B	protein_coding
NXF2B	nuclear RNA export factor 2B	protein_coding
QRFPR	pyroglutamylated RFamide peptide receptor	protein_coding
RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	protein_coding
MAP7D2	MAP7 domain containing 2	protein_coding
NCAPH2	non-SMC condensin II complex, subunit H2	protein_coding
TCTN3	tectonic family member 3	protein_coding
ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	protein_coding
TOMM20L	translocase of outer mitochondrial membrane 20 homolog (yeast)-like	protein_coding
NPRL2	nitrogen permease regulator-like 2 (S. cerevisiae)	protein_coding
GLI4	GLI family zinc finger 4	protein_coding
KIF7	kinesin family member 7	protein_coding
FBXL18	F-box and leucine-rich repeat protein 18	protein_coding
SCFD2	sec1 family domain containing 2	protein_coding
TTC37	tetratricopeptide repeat domain 37	protein_coding
SMC5	structural maintenance of chromosomes 5	protein_coding
EMP2	epithelial membrane protein 2	protein_coding
UBQLN2	ubiquilin 2	protein_coding
LINGO2	leucine rich repeat and Ig domain containing 2	protein_coding
POC1B-GALNT4	POC1B-GALNT4 readthrough	protein_coding
SLC39A4	solute carrier family 39 (zinc transporter), member 4	protein_coding
SPIN3	spindlin family, member 3	protein_coding
LMOD2	leiomodin 2 (cardiac)	protein_coding
HECTD1	HECT domain containing E3 ubiquitin protein ligase 1	protein_coding
TOR2A	torsin family 2, member A	protein_coding
FBXO32	F-box protein 32	protein_coding
TIMM9	translocase of inner mitochondrial membrane 9 homolog (yeast)	protein_coding
RSPO3	R-spondin 3	protein_coding
NUMA1	nuclear mitotic apparatus protein 1	protein_coding
CCAR1	cell division cycle and apoptosis regulator 1	protein_coding
RASGRP2	RAS guanyl releasing protein 2 (calcium and DAG-regulated)	protein_coding
FIP1L1	FIP1 like 1 (S. cerevisiae)	protein_coding
MOB2	MOB kinase activator 2	protein_coding
GPR50	G protein-coupled receptor 50	protein_coding
PFDN6	prefoldin subunit 6	protein_coding
FBXL7	F-box and leucine-rich repeat protein 7	protein_coding
VMA21	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)	protein_coding
ZDHHC2	zinc finger, DHHC-type containing 2	protein_coding
ONECUT1	one cut homeobox 1	protein_coding
ZNF696	zinc finger protein 696	protein_coding
FLNA	filamin A, alpha	protein_coding
CNOT7	CCR4-NOT transcription complex, subunit 7	protein_coding
OR52B4	olfactory receptor, family 52, subfamily B, member 4	protein_coding
MARCH11	membrane-associated ring finger (C3HC4) 11	protein_coding
TRIM21	tripartite motif containing 21	protein_coding
PHF16	PHD finger protein 16	protein_coding
SULF1	sulfatase 1	protein_coding
KIAA0586	KIAA0586	protein_coding
ACO1	aconitase 1, soluble	protein_coding
TEKT5	tektin 5	protein_coding
CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	protein_coding
CAMK1D	calcium/calmodulin-dependent protein kinase ID	protein_coding
INA	internexin neuronal intermediate filament protein, alpha	protein_coding
PFDN4	prefoldin subunit 4	protein_coding
ACTB	actin, beta	protein_coding
SPIN2B	spindlin family, member 2B	protein_coding
HNRNPK	heterogeneous nuclear ribonucleoprotein K	protein_coding
HNRNPK	heterogeneous nuclear ribonucleoprotein K	protein_coding
RNF146	ring finger protein 146	protein_coding
CPEB2	cytoplasmic polyadenylation element binding protein 2	protein_coding
DOK5	docking protein 5	protein_coding
CPLX3	complexin 3	protein_coding
NCALD	neurocalcin delta	protein_coding
HSD11B2	hydroxysteroid (11-beta) dehydrogenase 2	protein_coding
ULK3	unc-51-like kinase 3 (C. elegans)	protein_coding
VPS37A	vacuolar protein sorting 37 homolog A (S. cerevisiae)	protein_coding
KLF9	Kruppel-like factor 9	protein_coding
COPS6	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)	protein_coding
TOP1MT	topoisomerase (DNA) I, mitochondrial	protein_coding
RGN	regucalcin (senescence marker protein-30)	protein_coding
CBLN4	cerebellin 4 precursor	protein_coding
FAM96A	family with sequence similarity 96, member A	protein_coding
MC3R	melanocortin 3 receptor	protein_coding
ATP6V0D1	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1	protein_coding
CCDC3	coiled-coil domain containing 3	protein_coding
SYP	synaptophysin	protein_coding
WDR72	WD repeat domain 72	protein_coding
SNX1	sorting nexin 1	protein_coding
GPX2	glutathione peroxidase 2 (gastrointestinal)	protein_coding
AURKA	aurora kinase A	protein_coding
C4orf22	chromosome 4 open reading frame 22	protein_coding
ZNF622	zinc finger protein 622	protein_coding
KLHL38	kelch-like 38 (Drosophila)	protein_coding
BMI1	BMI1 polycomb ring finger oncogene	protein_coding
BMI1	BMI1 polycomb ring finger oncogene	protein_coding
ANXA13	annexin A13	protein_coding
C14orf129	chromosome 14 open reading frame 129	protein_coding
TIMM23	translocase of inner mitochondrial membrane 23 homolog (yeast)	protein_coding
RPP40	ribonuclease P/MRP 40kDa subunit	protein_coding
C7orf53	chromosome 7 open reading frame 53	protein_coding
CWF19L1	CWF19-like 1, cell cycle control (S. pombe)	protein_coding
ECHDC1	enoyl CoA hydratase domain containing 1	protein_coding
HAUS3	HAUS augmin-like complex, subunit 3	protein_coding
SPIN2A	spindlin family, member 2A	protein_coding
SNAPIN	SNAP-associated protein	protein_coding
C2orf74	chromosome 2 open reading frame 74	protein_coding
FAAH2	fatty acid amide hydrolase 2	protein_coding
AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	protein_coding
RAB15	RAB15, member RAS oncogene family	protein_coding
RNF31	ring finger protein 31	protein_coding
NME1-NME2	NME1-NME2 readthrough	protein_coding
CREB3	cAMP responsive element binding protein 3	protein_coding
RPLP1	ribosomal protein, large, P1	protein_coding
GUCY1A3	guanylate cyclase 1, soluble, alpha 3	protein_coding
PLIN1	perilipin 1	protein_coding
TRPM3	transient receptor potential cation channel, subfamily M, member 3	protein_coding
NOP2	NOP2 nucleolar protein homolog (yeast)	protein_coding
ILF2	interleukin enhancer binding factor 2, 45kDa	protein_coding
UNC13C	unc-13 homolog C (C. elegans)	protein_coding
TMEM168	transmembrane protein 168	protein_coding
PEX11A	peroxisomal biogenesis factor 11 alpha	protein_coding
NEMF	nuclear export mediator factor	protein_coding
MTMR7	myotubularin related protein 7	protein_coding
CACNA1F	calcium channel, voltage-dependent, L type, alpha 1F subunit	protein_coding
BMP3	bone morphogenetic protein 3	protein_coding
FNTB	farnesyltransferase, CAAX box, beta	protein_coding
KBTBD8	kelch repeat and BTB (POZ) domain containing 8	protein_coding
FAM98A	family with sequence similarity 98, member A	protein_coding
MXD4	MAX dimerization protein 4	protein_coding
MXD4	MAX dimerization protein 4	protein_coding
CD320	CD320 molecule	protein_coding
SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	protein_coding
NDUFA7	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa	protein_coding
PCGF6	polycomb group ring finger 6	protein_coding
TERF2IP	telomeric repeat binding factor 2, interacting protein	protein_coding
RPS28	ribosomal protein S28	protein_coding
MBTD1	mbt domain containing 1	protein_coding
KANK3	KN motif and ankyrin repeat domains 3	protein_coding
VPS28	vacuolar protein sorting 28 homolog (S. cerevisiae)	protein_coding
NDUFB11	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa	protein_coding
SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	protein_coding
ANGPTL4	angiopoietin-like 4	protein_coding
CYB561D2	cytochrome b-561 domain containing 2	protein_coding
OPTN	optineurin	protein_coding
PRG4	proteoglycan 4	protein_coding
SCO2	SCO cytochrome oxidase deficient homolog 2 (yeast)	protein_coding
UTP18	UTP18 small subunit (SSU) processome component homolog (yeast)	protein_coding
EIF1AX	eukaryotic translation initiation factor 1A, X-linked	protein_coding
TLE3	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	protein_coding
OR52K2	olfactory receptor, family 52, subfamily K, member 2	protein_coding
DENND1A	DENN/MADD domain containing 1A	protein_coding
MCM7	minichromosome maintenance complex component 7	protein_coding
TYMP	thymidine phosphorylase	protein_coding
NUBP1	nucleotide binding protein 1	protein_coding
CHKA	choline kinase alpha	protein_coding
RAB11B	RAB11B, member RAS oncogene family	protein_coding
ZXDB	zinc finger, X-linked, duplicated B	protein_coding
PPP1R3G	protein phosphatase 1, regulatory subunit 3G	protein_coding
PRKG2	protein kinase, cGMP-dependent, type II	protein_coding
FAM91A1	family with sequence similarity 91, member A1	protein_coding
ZFYVE28	zinc finger, FYVE domain containing 28	protein_coding
MARCH2	membrane-associated ring finger (C3HC4) 2, E3 ubiquitin protein ligase	protein_coding
MAGT1	magnesium transporter 1	protein_coding
OR52K1	olfactory receptor, family 52, subfamily K, member 1	protein_coding
C7orf60	chromosome 7 open reading frame 60	protein_coding
RGL2	ral guanine nucleotide dissociation stimulator-like 2	protein_coding
HNRNPM	heterogeneous nuclear ribonucleoprotein M	protein_coding
PDGFRL	platelet-derived growth factor receptor-like	protein_coding
KDM4C	lysine (K)-specific demethylase 4C	protein_coding
CNTNAP4	contactin associated protein-like 4	protein_coding
STARD5	StAR-related lipid transfer (START) domain containing 5	protein_coding
LYRM4	LYR motif containing 4	protein_coding
CSTF1	cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa	protein_coding
TMEM115	transmembrane protein 115	protein_coding
ZXDA	zinc finger, X-linked, duplicated A	protein_coding
SPIN4	spindlin family, member 4	protein_coding
CACNA2D2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	protein_coding
TUBB8	tubulin, beta 8 class VIII	protein_coding
DUSP8	dual specificity phosphatase 8	protein_coding
FAM134B	family with sequence similarity 134, member B	protein_coding
WDR93	WD repeat domain 93	protein_coding
ARHGEF9	Cdc42 guanine nucleotide exchange factor (GEF) 9	protein_coding
AK7	adenylate kinase 7	protein_coding
MTUS1	microtubule associated tumor suppressor 1	protein_coding
OR52M1	olfactory receptor, family 52, subfamily M, member 1	protein_coding
TMC3	transmembrane channel-like 3	protein_coding
KRTAP5-1	keratin associated protein 5-1	protein_coding
C11orf40	chromosome 11 open reading frame 40	protein_coding
RPS6KA3	ribosomal protein S6 kinase, 90kDa, polypeptide 3	protein_coding
ANAPC10	anaphase promoting complex subunit 10	protein_coding
USP34	ubiquitin specific peptidase 34	protein_coding
TMSB15A	thymosin beta 15a	protein_coding
TMSB15A	thymosin beta 15a	protein_coding
GBA2	glucosidase, beta (bile acid) 2	protein_coding
FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial	protein_coding
RBM10	RNA binding motif protein 10	protein_coding
OR52I2	olfactory receptor, family 52, subfamily I, member 2	protein_coding
DDX58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	protein_coding
OR52I1	olfactory receptor, family 52, subfamily I, member 1	protein_coding
COX7B	cytochrome c oxidase subunit VIIb	protein_coding
SH2D3C	SH2 domain containing 3C	protein_coding
ARMCX5	armadillo repeat containing, X-linked 5	protein_coding
OR2Y1	olfactory receptor, family 2, subfamily Y, member 1	protein_coding
MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	protein_coding
RSL24D1	ribosomal L24 domain containing 1	protein_coding
SPAG6	sperm associated antigen 6	protein_coding
LNX1	ligand of numb-protein X 1, E3 ubiquitin protein ligase	protein_coding
SCGB1C1	secretoglobin, family 1C, member 1	protein_coding
SCGB1C1	secretoglobin, family 1C, member 1	protein_coding
MAX	MYC associated factor X	protein_coding
ANXA5	annexin A5	protein_coding
C1QTNF7	C1q and tumor necrosis factor related protein 7	protein_coding
ODF3B	outer dense fiber of sperm tails 3B	protein_coding
ZMYND11	zinc finger, MYND-type containing 11	protein_coding
TRIM68	tripartite motif containing 68	protein_coding
FAM123B	family with sequence similarity 123B	protein_coding
CASS4	Cas scaffolding protein family member 4	protein_coding
ASB12	ankyrin repeat and SOCS box containing 12	protein_coding
PTTG2	pituitary tumor-transforming 2	protein_coding
CRIM1	cysteine rich transmembrane BMP regulator 1 (chordin-like)	protein_coding
CDK19	cyclin-dependent kinase 19	protein_coding
RRM2B	ribonucleotide reductase M2 B (TP53 inducible)	protein_coding
C20orf43	chromosome 20 open reading frame 43	protein_coding
MESP1	mesoderm posterior 1 homolog (mouse)	protein_coding
FER1L6	fer-1-like 6 (C. elegans)	protein_coding
ACSM4	acyl-CoA synthetase medium-chain family member 4	protein_coding
NCR3	natural cytotoxicity triggering receptor 3	protein_coding
RASGEF1B	RasGEF domain family, member 1B	protein_coding
KRTAP5-2	keratin associated protein 5-2	protein_coding
KRTAP5-3	keratin associated protein 5-3	protein_coding
KRTAP5-4	keratin associated protein 5-4	protein_coding
CUL2	cullin 2	protein_coding
EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	protein_coding
KRTAP5-5	keratin associated protein 5-5	protein_coding
AGRP	agouti related protein homolog (mouse)	protein_coding
KRTAP5-6	keratin associated protein 5-6	protein_coding
IFITM10	interferon induced transmembrane protein 10	protein_coding
PASD1	PAS domain containing 1	protein_coding
FAM65A	family with sequence similarity 65, member A	protein_coding
KLHDC7B	kelch domain containing 7B	protein_coding
GPR85	G protein-coupled receptor 85	protein_coding
CCDC132	coiled-coil domain containing 132	protein_coding
NLRC3	NLR family, CARD domain containing 3	polymorphic_pseudogene
ODF3	outer dense fiber of sperm tails 3	protein_coding
CPT1B	carnitine palmitoyltransferase 1B (muscle)	protein_coding
NRN1	neuritin 1	protein_coding
KLF3	Kruppel-like factor 3 (basic)	protein_coding
RIC8A	resistance to inhibitors of cholinesterase 8 homolog A (C. elegans)	protein_coding
C5orf42	chromosome 5 open reading frame 42	protein_coding
RAB27A	RAB27A, member RAS oncogene family	protein_coding
TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	protein_coding
TLR10	toll-like receptor 10	protein_coding
CD163L1	CD163 molecule-like 1	protein_coding
PAPOLA	poly(A) polymerase alpha	protein_coding
HEATR5A	HEAT repeat containing 5A	protein_coding
CATSPERB	catsper channel auxiliary subunit beta	protein_coding
GCNT7	glucosaminyl (N-acetyl) transferase family member 7	protein_coding
RNF4	ring finger protein 4	protein_coding
PYGM	phosphorylase, glycogen, muscle	protein_coding
FGL1	fibrinogen-like 1	protein_coding
UBXN1	UBX domain protein 1	protein_coding
FAM18A	family with sequence similarity 18, member A	protein_coding
MTMR8	myotubularin related protein 8	protein_coding
MTMR8	myotubularin related protein 8	protein_coding
TLR1	toll-like receptor 1	protein_coding
PRRG3	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)	protein_coding
OR51D1	olfactory receptor, family 51, subfamily D, member 1	protein_coding
SCAMP2	secretory carrier membrane protein 2	protein_coding
OR51E1	olfactory receptor, family 51, subfamily E, member 1	protein_coding
CCDC22	coiled-coil domain containing 22	protein_coding
AIF1	allograft inflammatory factor 1	protein_coding
FEZ2	fasciculation and elongation protein zeta 2 (zygin II)	protein_coding
BLOC1S2	biogenesis of lysosomal organelles complex-1, subunit 2	protein_coding
OR51E2	olfactory receptor, family 51, subfamily E, member 2	protein_coding
MESP2	mesoderm posterior 2 homolog (mouse)	protein_coding
TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	protein_coding
F13A1	coagulation factor XIII, A1 polypeptide	protein_coding
BMP7	bone morphogenetic protein 7	protein_coding
TMEM65	transmembrane protein 65	protein_coding
PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	protein_coding
